,Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Difference,,,,,
250,2019-01-22,1681,1681.869995,1610.199951,1632.170044,6416800,0,0,-2.90%,,,,,
251,2019-01-23,1656,1657.430054,1612,1640.02002,5225200,0,0,-0.96%,,,,,
252,2019-01-24,1641.069946,1657.26001,1631.780029,1654.930054,4089900,0,0,0.84%,,,,,
253,2019-01-25,1670.5,1683.47998,1661.609985,1670.569946,4945900,0,0,0.00%,,,,,
254,2019-01-28,1643.589966,1645,1614.089966,1637.890015,4837700,0,0,-0.35%,,,,,
255,2019-01-29,1631.27002,1632.380005,1590.719971,1593.880005,4632800,0,0,-2.29%,,,,,
256,2019-01-30,1623,1676.949951,1619.680054,1670.430054,5783800,0,0,2.92%,,,,,
257,2019-01-31,1692.849976,1736.410034,1679.079956,1718.72998,10910300,0,0,1.53%,,,,,
258,2019-02-01,1638.880005,1673.060059,1622.01001,1626.22998,11506200,0,0,-0.77%,,,,,
259,2019-02-04,1623,1649.630005,1613.5,1633.310059,4929100,0,0,0.64%,,,,,
260,2019-02-05,1643.339966,1665.26001,1642.5,1658.810059,4453100,0,0,0.94%,,,,,
261,2019-02-06,1670.75,1672.26001,1633.339966,1640.26001,3939900,0,0,-1.82%,,,,,
262,2019-02-07,1625,1625.540039,1592.910034,1614.369995,4626600,0,0,-0.65%,,,,,
263,2019-02-08,1586,1588.589966,1566.76001,1588.219971,5657500,0,0,0.14%,,,,,
264,2019-02-11,1600.97998,1609.290039,1586,1591,3317300,0,0,-0.62%,,,,,
265,2019-02-12,1604,1639.400024,1598.880005,1638.01001,4858600,0,0,2.12%,,,,,
266,2019-02-13,1647,1656.380005,1637.109985,1640,3560300,0,0,-0.43%,,,,,
267,2019-02-14,1624.5,1637.900024,1606.060059,1622.650024,4120500,0,0,-0.11%,,,,,
268,2019-02-15,1627.859985,1628.910034,1604.5,1607.949951,4343900,0,0,-1.22%,,,,,
269,2019-02-19,1601,1634,1600.560059,1627.579956,3681700,0,0,1.66%,,,,,
270,2019-02-20,1630,1634.930054,1610.119995,1622.099976,3337600,0,0,-0.48%,,,,,
271,2019-02-21,1619.849976,1623.560059,1600.910034,1619.439941,3483400,0,0,-0.03%,,,,,
272,2019-02-22,1623.5,1634.939941,1621.170044,1631.560059,3096200,0,0,0.50%,,,,,
273,2019-02-25,1641.449951,1654.599976,1630.390015,1633,3184500,0,0,-0.51%,,,,,
274,2019-02-26,1625.97998,1639.98999,1616.130005,1636.400024,2665800,0,0,0.64%,,,,,
275,2019-02-27,1628.180054,1641.810059,1615.099976,1641.089966,3148800,0,0,0.79%,,,,,
276,2019-02-28,1635.25,1651.77002,1633.829956,1639.829956,3025900,0,0,0.28%,,,,,
277,2019-03-01,1655.130005,1674.26001,1651,1671.72998,4974900,0,0,1.00%,,,,,
278,2019-03-04,1685,1709.430054,1674.359985,1696.170044,6167400,0,0,0.66%,,,,,
279,2019-03-05,1702.949951,1707.800049,1689.01001,1692.430054,3681500,0,0,-0.62%,,,,,
280,2019-03-06,1695.969971,1697.75,1668.280029,1668.949951,3996000,0,0,-1.59%,,,,,
281,2019-03-07,1667.369995,1669.75,1620.51001,1625.949951,4957000,0,0,-2.48%,,,,,
282,2019-03-08,1604.01001,1622.719971,1586.569946,1620.800049,4667000,0,0,1.05%,,,,,
283,2019-03-11,1626.119995,1672.290039,1626.01001,1670.619995,3876400,0,0,2.74%,,,,,
284,2019-03-12,1669,1684.27002,1660.97998,1673.099976,3614500,0,0,0.25%,,,,,
285,2019-03-13,1683,1700,1679.349976,1690.810059,3552000,0,0,0.46%,,,,,
286,2019-03-14,1691.199951,1702,1684.339966,1686.219971,2946600,0,0,-0.29%,,,,,
287,2019-03-15,1703,1718.800049,1693.130005,1712.359985,7550900,0,0,0.55%,,,,,
288,2019-03-18,1712.699951,1750,1712.630005,1742.150024,5429100,0,0,1.72%,,,,,
289,2019-03-19,1753.51001,1784.160034,1753.51001,1761.849976,6364200,0,0,0.48%,,,,,
290,2019-03-20,1769.939941,1799.5,1767.030029,1797.27002,6265600,0,0,1.54%,,,,,
291,2019-03-21,1796.26001,1823.75,1787.280029,1819.26001,5767800,0,0,1.28%,,,,,
292,2019-03-22,1810.170044,1818.97998,1763.109985,1764.77002,6363000,0,0,-2.51%,,,,,
293,2019-03-25,1757.790039,1782.680054,1747.5,1774.26001,5103800,0,0,0.94%,,,,,
294,2019-03-26,1793,1805.77002,1773.359985,1783.76001,4865900,0,0,-0.52%,,,,,
295,2019-03-27,1784.130005,1787.5,1745.680054,1765.699951,4324800,0,0,-1.03%,,,,,
296,2019-03-28,1770,1777.930054,1753.469971,1773.420044,3043000,0,0,0.19%,,,,,
297,2019-03-29,1786.579956,1792.859985,1776.630005,1780.75,3320800,0,0,-0.33%,,,,,
298,2019-04-01,1800.109985,1815.670044,1798.72998,1814.189941,4238800,0,0,0.78%,,,,,
299,2019-04-02,1811.02002,1820,1805.119995,1813.97998,3448100,0,0,0.16%,,,,,
300,2019-04-03,1826.719971,1830,1809.619995,1820.699951,3980600,0,0,-0.33%,,,,,
301,2019-04-04,1820.650024,1828.75,1804.199951,1818.859985,3623900,0,0,-0.10%,,,,,
302,2019-04-05,1829,1838.579956,1825.189941,1837.280029,3640500,0,0,0.45%,,,,,
303,2019-04-08,1833.22998,1850.199951,1825.109985,1849.859985,3752800,0,0,0.91%,,,,,
304,2019-04-09,1845.48999,1853.089966,1831.780029,1835.839966,3714400,0,0,-0.52%,,,,,
305,2019-04-10,1841,1848,1828.810059,1847.329956,2964000,0,0,0.34%,,,,,
306,2019-04-11,1848.699951,1849.949951,1840.310059,1844.069946,2654800,0,0,-0.25%,,,,,
307,2019-04-12,1848.400024,1851.5,1841.300049,1843.060059,3114400,0,0,-0.29%,,,,,
308,2019-04-15,1842,1846.849976,1818.900024,1844.869995,3724400,0,0,0.16%,,,,,
309,2019-04-16,1851.349976,1869.77002,1848,1863.040039,3044600,0,0,0.63%,,,,,
310,2019-04-17,1872.98999,1876.469971,1860.439941,1864.819946,2893500,0,0,-0.44%,,,,,
311,2019-04-18,1868.790039,1870.819946,1859.47998,1861.689941,2749900,0,0,-0.38%,,,,,
312,2019-04-22,1855.400024,1888.420044,1845.640015,1887.310059,3373800,0,0,1.72%,,,,,
313,2019-04-23,1891.199951,1929.26001,1889.579956,1923.77002,4640400,0,0,1.72%,,,,,
314,2019-04-24,1925,1929.689941,1898.160034,1901.75,3675800,0,0,-1.21%,,,,,
315,2019-04-25,1917,1922.449951,1900.310059,1902.25,6099100,0,0,-0.77%,,,,,
316,2019-04-26,1929,1951,1898,1950.630005,8432600,0,0,1.12%,,,,,
317,2019-04-29,1949,1956.339966,1934.089966,1938.430054,4021300,0,0,-0.54%,,,,,
318,2019-04-30,1930.099976,1935.709961,1906.949951,1926.52002,3506000,0,0,-0.19%,,,,,
319,2019-05-01,1933.089966,1943.640015,1910.550049,1911.52002,3117000,0,0,-1.12%,,,,,
320,2019-05-02,1913.329956,1921.550049,1881.869995,1900.819946,3962900,0,0,-0.65%,,,,,
321,2019-05-03,1949,1964.400024,1936,1962.459961,6381600,0,0,0.69%,,,,,
322,2019-05-06,1917.97998,1959,1910.5,1950.550049,5417800,0,0,1.70%,,,,,
323,2019-05-07,1939.98999,1949.099976,1903.380005,1921,5902100,0,0,-0.98%,,,,,
324,2019-05-08,1918.869995,1935.369995,1910,1917.77002,4078600,0,0,-0.06%,,,,,
325,2019-05-09,1900,1909.400024,1876,1899.869995,5308300,0,0,-0.01%,,,,,
326,2019-05-10,1898,1903.790039,1856,1889.97998,5718000,0,0,-0.42%,,,,,
327,2019-05-13,1836.560059,1846.540039,1818,1822.680054,5783400,0,0,-0.76%,,,,,
328,2019-05-14,1839.5,1852.439941,1815.75,1840.119995,4629100,0,0,0.03%,,,,,
329,2019-05-15,1827.949951,1874.430054,1823,1871.150024,4692600,0,0,2.36%,,,,,
330,2019-05-16,1885.939941,1917.51001,1882.290039,1907.569946,4707800,0,0,1.15%,,,,,
331,2019-05-17,1893.050049,1910.530029,1867.329956,1869,4736600,0,0,-1.27%,,,,,
332,2019-05-20,1852.689941,1867.780029,1835.540039,1858.969971,3798200,0,0,0.34%,,,,,
333,2019-05-21,1874.790039,1879,1846,1857.52002,4005100,0,0,-0.92%,,,,,
334,2019-05-22,1851.780029,1871.48999,1851,1859.680054,2936600,0,0,0.43%,,,,,
335,2019-05-23,1836.589966,1844,1804.199951,1815.47998,4424300,0,0,-1.15%,,,,,
336,2019-05-24,1835.890015,1841.76001,1817.849976,1823.280029,3369700,0,0,-0.69%,,,,,
337,2019-05-28,1832.75,1849.27002,1827.349976,1836.430054,3200000,0,0,0.20%,,,,,
338,2019-05-29,1823.119995,1830,1807.530029,1819.189941,4279000,0,0,-0.22%,,,,,
339,2019-05-30,1825.48999,1829.469971,1807.829956,1816.319946,3146900,0,0,-0.50%,,,,,
340,2019-05-31,1790.01001,1795.589966,1772.699951,1775.069946,4618800,0,0,-0.83%,,,,,
341,2019-06-03,1760.01001,1766.290039,1672,1692.689941,9098700,0,0,-3.82%,,,,,
342,2019-06-04,1699.23999,1730.819946,1680.890015,1729.560059,5679100,0,0,1.78%,,,,,
343,2019-06-05,1749.599976,1752,1715.25,1738.5,4239800,0,0,-0.63%,,,,,
344,2019-06-06,1737.709961,1760,1726.130005,1754.359985,3689300,0,0,0.96%,,,,,
345,2019-06-07,1763.699951,1806.25,1759.48999,1804.030029,4808200,0,0,2.29%,,,,,
346,2019-06-10,1822,1884.869995,1818,1860.630005,5371000,0,0,2.12%,,,,,
347,2019-06-11,1883.25,1893.699951,1858,1863.699951,4042700,0,0,-1.04%,,,,,
348,2019-06-12,1853.97998,1865,1844.380005,1855.319946,2674500,0,0,0.07%,,,,,
349,2019-06-13,1866.719971,1883.089966,1862.219971,1870.300049,2795800,0,0,0.19%,,,,,
350,2019-06-14,1864,1876,1859,1869.670044,2851200,0,0,0.30%,,,,,
351,2019-06-17,1876.5,1895.689941,1875.449951,1886.030029,2634300,0,0,0.51%,,,,,
352,2019-06-18,1901.349976,1921.670044,1899.790039,1901.369995,3895700,0,0,0.00%,,,,,
353,2019-06-19,1907.839966,1919.579956,1892.469971,1908.790039,2895300,0,0,0.05%,,,,,
354,2019-06-20,1933.329956,1935.199951,1905.800049,1918.189941,3217200,0,0,-0.78%,,,,,
355,2019-06-21,1916.099976,1925.949951,1907.579956,1911.300049,3933600,0,0,-0.25%,,,,,
356,2019-06-24,1912.660034,1916.859985,1901.300049,1913.900024,2283000,0,0,0.06%,,,,,
357,2019-06-25,1911.839966,1916.390015,1872.420044,1878.27002,3012300,0,0,-1.76%,,,,,
358,2019-06-26,1892.47998,1903.800049,1887.319946,1897.829956,2441900,0,0,0.28%,,,,,
359,2019-06-27,1902,1911.23999,1898.040039,1904.280029,2141700,0,0,0.12%,,,,,
360,2019-06-28,1909.099976,1912.939941,1884,1893.630005,3037400,0,0,-0.81%,,,,,
361,2019-07-01,1922.97998,1929.819946,1914.660034,1922.189941,3203300,0,0,-0.04%,,,,,
362,2019-07-02,1919.380005,1934.790039,1906.630005,1934.310059,2645900,0,0,0.78%,,,,,
363,2019-07-03,1935.890015,1941.589966,1930.5,1939,1690300,0,0,0.16%,,,,,
364,2019-07-05,1928.599976,1945.900024,1925.300049,1942.910034,2628400,0,0,0.74%,,,,,
365,2019-07-08,1934.119995,1956,1928.25,1952.319946,2883400,0,0,0.94%,,,,,
366,2019-07-09,1947.800049,1990.01001,1943.47998,1988.300049,4345700,0,0,2.08%,,,,,
367,2019-07-10,1996.51001,2024.939941,1995.400024,2017.410034,4931900,0,0,1.05%,,,,,
368,2019-07-11,2025.619995,2035.800049,1995.300049,2001.069946,4317800,0,0,-1.21%,,,,,
369,2019-07-12,2008.27002,2017,2003.869995,2011,2509300,0,0,0.14%,,,,,
370,2019-07-15,2021.400024,2022.900024,2001.550049,2020.98999,2981300,0,0,-0.02%,,,,,
371,2019-07-16,2010.579956,2026.319946,2001.219971,2009.900024,2618200,0,0,-0.03%,,,,,
372,2019-07-17,2007.050049,2012,1992.030029,1992.030029,2558800,0,0,-0.75%,,,,,
373,2019-07-18,1980.01001,1987.5,1951.550049,1977.900024,3504300,0,0,-0.11%,,,,,
374,2019-07-19,1991.209961,1996,1962.22998,1964.52002,3185600,0,0,-1.34%,,,,,
375,2019-07-22,1971.140015,1989,1958.26001,1985.630005,2900000,0,0,0.74%,,,,,
376,2019-07-23,1995.98999,1997.790039,1973.130005,1994.48999,2703500,0,0,-0.08%,,,,,
377,2019-07-24,1969.300049,2001.300049,1965.869995,2000.810059,2631300,0,0,1.60%,,,,,
378,2019-07-25,2001,2001.199951,1972.719971,1973.819946,4136500,0,0,-1.36%,,,,,
379,2019-07-26,1942,1950.900024,1924.51001,1943.050049,4927100,0,0,0.05%,,,,,
380,2019-07-29,1930,1932.22998,1890.540039,1912.449951,4493200,0,0,-0.91%,,,,,
381,2019-07-30,1891.119995,1909.890015,1883.47998,1898.530029,2910900,0,0,0.39%,,,,,
382,2019-07-31,1898.109985,1899.550049,1849.439941,1866.780029,4470700,0,0,-1.65%,,,,,
383,2019-08-01,1871.719971,1897.920044,1844.01001,1855.319946,4713300,0,0,-0.88%,,,,,
384,2019-08-02,1845.069946,1846.359985,1808.02002,1823.23999,4956200,0,0,-1.18%,,,,,
385,2019-08-05,1770.219971,1788.670044,1748.780029,1765.130005,6058200,0,0,-0.29%,,,,,
386,2019-08-06,1792.22998,1793.77002,1753.400024,1787.829956,5070300,0,0,-0.25%,,,,,
387,2019-08-07,1773.98999,1798.930054,1757,1793.400024,4526900,0,0,1.09%,,,,,
388,2019-08-08,1806,1834.26001,1798.109985,1832.890015,3701200,0,0,1.49%,,,,,
389,2019-08-09,1828.949951,1831.089966,1802.219971,1807.579956,2879800,0,0,-1.17%,,,,,
390,2019-08-12,1795.98999,1800.97998,1777,1784.920044,2905500,0,0,-0.62%,,,,,
391,2019-08-13,1783,1831.73999,1780,1824.339966,3994000,0,0,2.32%,,,,,
392,2019-08-14,1793.01001,1795.650024,1757.219971,1762.959961,4893600,0,0,-1.68%,,,,,
393,2019-08-15,1781.98999,1788,1761.959961,1776.119995,3759100,0,0,-0.33%,,,,,
394,2019-08-16,1792.890015,1802.910034,1784.550049,1792.569946,3018000,0,0,-0.02%,,,,,
395,2019-08-19,1818.079956,1826,1812.609985,1816.119995,2816300,0,0,-0.11%,,,,,
396,2019-08-20,1814.5,1816.819946,1799.880005,1801.380005,1929500,0,0,-0.72%,,,,,
397,2019-08-21,1819.390015,1829.579956,1815,1823.540039,2031800,0,0,0.23%,,,,,
398,2019-08-22,1828,1829.410034,1800.099976,1804.660034,2653500,0,0,-1.28%,,,,,
399,2019-08-23,1793.030029,1804.900024,1745.22998,1749.619995,5270800,0,0,-2.42%,,,,,
400,2019-08-26,1766.910034,1770,1743.51001,1768.869995,3080000,0,0,0.11%,,,,,
401,2019-08-27,1775.72998,1779.400024,1746.680054,1761.829956,3019700,0,0,-0.78%,,,,,
402,2019-08-28,1755,1767.859985,1744.050049,1764.25,2419700,0,0,0.53%,,,,,
403,2019-08-29,1783,1798.550049,1777.25,1786.400024,3015100,0,0,0.19%,,,,,
404,2019-08-30,1797.48999,1799.73999,1764.569946,1776.290039,3058700,0,0,-1.18%,,,,,
405,2019-09-03,1770,1800.800049,1768,1789.839966,3543000,0,0,1.12%,,,,,
406,2019-09-04,1805,1807.630005,1796.22998,1800.619995,2324100,0,0,-0.24%,,,,,
407,2019-09-05,1821.949951,1842,1815.579956,1840.719971,3310800,0,0,1.03%,,,,,
408,2019-09-06,1838.219971,1840.650024,1826.400024,1833.51001,2496900,0,0,-0.26%,,,,,
409,2019-09-09,1841,1850,1824.609985,1831.349976,2999500,0,0,-0.52%,,,,,
410,2019-09-10,1822.75,1825.810059,1805.339966,1820.550049,2613900,0,0,-0.12%,,,,,
411,2019-09-11,1812.140015,1833.420044,1809.079956,1822.98999,2432800,0,0,0.60%,,,,,
412,2019-09-12,1837.630005,1853.660034,1834.280029,1843.550049,2823500,0,0,0.32%,,,,,
413,2019-09-13,1842.01001,1846.119995,1835.170044,1839.339966,1971300,0,0,-0.14%,,,,,
414,2019-09-16,1824.02002,1825.689941,1800.199951,1807.839966,3675500,0,0,-0.89%,,,,,
415,2019-09-17,1807.079956,1823.98999,1804.099976,1822.550049,1982400,0,0,0.86%,,,,,
416,2019-09-18,1817.040039,1822.060059,1795.5,1817.459961,2505600,0,0,0.02%,,,,,
417,2019-09-19,1821.02002,1832.569946,1817.900024,1821.5,2031500,0,0,0.03%,,,,,
418,2019-09-20,1821.709961,1830.630005,1780.920044,1794.160034,5341900,0,0,-1.51%,,,,,
419,2019-09-23,1777,1792.699951,1767.319946,1785.300049,2922300,0,0,0.47%,,,,,
420,2019-09-24,1790.609985,1795.709961,1735.550049,1741.609985,4616000,0,0,-2.74%,,,,,
421,2019-09-25,1747.359985,1773,1723,1768.329956,3493200,0,0,1.20%,,,,,
422,2019-09-26,1762.790039,1763.369995,1731.5,1739.839966,3536800,0,0,-1.30%,,,,,
423,2019-09-27,1748,1749.119995,1713.819946,1725.449951,3907200,0,0,-1.29%,,,,,
424,2019-09-30,1726.98999,1737.459961,1709.219971,1735.910034,2644700,0,0,0.52%,,,,,
425,2019-10-01,1746,1755.599976,1728.410034,1735.650024,3084500,0,0,-0.59%,,,,,
426,2019-10-02,1727.73999,1728.890015,1705,1713.22998,3301100,0,0,-0.84%,,,,,
427,2019-10-03,1713,1725,1685.060059,1724.420044,3468200,0,0,0.67%,,,,,
428,2019-10-04,1726.02002,1740.579956,1719.22998,1739.650024,2471900,0,0,0.79%,,,,,
429,2019-10-07,1731.630005,1747.829956,1723.699951,1732.660034,2154700,0,0,0.06%,,,,,
430,2019-10-08,1722.48999,1727,1705,1705.51001,2542000,0,0,-0.99%,,,,,
431,2019-10-09,1719.609985,1729.949951,1714.359985,1721.98999,2043500,0,0,0.14%,,,,,
432,2019-10-10,1725.23999,1738.290039,1713.75,1720.26001,2575200,0,0,-0.29%,,,,,
433,2019-10-11,1742.920044,1745.449951,1729.859985,1731.920044,3255000,0,0,-0.63%,,,,,
434,2019-10-14,1728.910034,1741.890015,1722,1736.430054,1910200,0,0,0.43%,,,,,
435,2019-10-15,1742.140015,1776.449951,1740.619995,1767.380005,3111700,0,0,1.45%,,,,,
436,2019-10-16,1773.329956,1786.23999,1770.52002,1777.430054,2763400,0,0,0.23%,,,,,
437,2019-10-17,1796.48999,1798.849976,1782.02002,1787.47998,2647400,0,0,-0.50%,,,,,
438,2019-10-18,1787.800049,1793.97998,1749.199951,1757.51001,3362500,0,0,-1.69%,,,,,
439,2019-10-21,1769.660034,1785.880005,1765,1785.660034,2130400,0,0,0.90%,,,,,
440,2019-10-22,1788.150024,1789.780029,1762,1765.72998,2111700,0,0,-1.25%,,,,,
441,2019-10-23,1761.300049,1770.050049,1742,1762.170044,2138200,0,0,0.05%,,,,,
442,2019-10-24,1771.089966,1788.339966,1760.27002,1780.780029,4446100,0,0,0.55%,,,,,
443,2019-10-25,1697.550049,1764.209961,1695,1761.329956,9626400,0,0,3.76%,,,,,
444,2019-10-28,1748.060059,1778.699951,1742.5,1777.079956,3708900,0,0,1.66%,,,,,
445,2019-10-29,1774.810059,1777,1755.810059,1762.709961,2276900,0,0,-0.68%,,,,,
446,2019-10-30,1760.23999,1782.380005,1759.119995,1779.98999,2449400,0,0,1.12%,,,,,
447,2019-10-31,1775.98999,1792,1771.47998,1776.660034,2781200,0,0,0.04%,,,,,
448,2019-11-01,1788.01001,1797.449951,1785.209961,1791.439941,2790400,0,0,0.19%,,,,,
449,2019-11-04,1801.01001,1815.060059,1801.01001,1804.660034,2771900,0,0,0.20%,,,,,
450,2019-11-05,1809.160034,1810.25,1794,1801.709961,1885500,0,0,-0.41%,,,,,
451,2019-11-06,1801,1802.5,1788.579956,1795.77002,2029800,0,0,-0.29%,,,,,
452,2019-11-07,1803.76001,1805.900024,1783.47998,1788.199951,2651100,0,0,-0.86%,,,,,
453,2019-11-08,1787.890015,1789.880005,1774.040039,1785.880005,2123300,0,0,-0.11%,,,,,
454,2019-11-11,1778,1780,1767.130005,1771.650024,1946000,0,0,-0.36%,,,,,
455,2019-11-12,1774.660034,1786.219971,1771.910034,1778,2037600,0,0,0.19%,,,,,
456,2019-11-13,1773.390015,1775,1747.319946,1753.109985,2989500,0,0,-1.14%,,,,,
457,2019-11-14,1751.430054,1766.589966,1749.560059,1754.599976,2264800,0,0,0.18%,,,,,
458,2019-11-15,1760.050049,1761.680054,1732.859985,1739.48999,3927600,0,0,-1.17%,,,,,
459,2019-11-18,1738.300049,1753.699951,1722.709961,1752.530029,2839500,0,0,0.82%,,,,,
460,2019-11-19,1756.98999,1760.680054,1743.030029,1752.790039,2270800,0,0,-0.24%,,,,,
461,2019-11-20,1749.140015,1762.52002,1734.119995,1745.530029,2790000,0,0,-0.21%,,,,,
462,2019-11-21,1743,1746.869995,1730.359985,1734.709961,2662900,0,0,-0.48%,,,,,
463,2019-11-22,1739.02002,1746.430054,1731,1745.719971,2479100,0,0,0.39%,,,,,
464,2019-11-25,1753.25,1777.420044,1753.23999,1773.839966,3486200,0,0,1.17%,,,,,
465,2019-11-26,1779.920044,1797.030029,1778.349976,1796.939941,3181200,0,0,0.96%,,,,,
466,2019-11-27,1801,1824.5,1797.310059,1818.51001,3025600,0,0,0.97%,,,,,
467,2019-11-29,1817.780029,1824.689941,1800.790039,1800.800049,1923400,0,0,-0.93%,,,,,
468,2019-12-02,1804.400024,1805.550049,1762.680054,1781.599976,3925600,0,0,-1.26%,,,,,
469,2019-12-03,1760,1772.869995,1747.22998,1769.959961,3380900,0,0,0.57%,,,,,
470,2019-12-04,1774.01001,1789.089966,1760.219971,1760.689941,2670100,0,0,-0.75%,,,,,
471,2019-12-05,1763.5,1763.5,1740,1740.47998,2823800,0,0,-1.31%,,,,,
472,2019-12-06,1751.199951,1754.400024,1740.130005,1751.599976,3117400,0,0,0.02%,,,,,
473,2019-12-09,1750.660034,1766.890015,1745.609985,1749.51001,2442800,0,0,-0.07%,,,,,
474,2019-12-10,1747.400024,1750.670044,1735,1739.209961,2514300,0,0,-0.47%,,,,,
475,2019-12-11,1741.670044,1750,1735.709961,1748.719971,2097600,0,0,0.40%,,,,,
476,2019-12-12,1750,1764,1745.439941,1760.329956,3095900,0,0,0.59%,,,,,
477,2019-12-13,1765,1768.98999,1755,1760.939941,2745700,0,0,-0.23%,,,,,
478,2019-12-16,1767,1769.5,1757.050049,1769.209961,3145200,0,0,0.13%,,,,,
479,2019-12-17,1778.01001,1792,1777.390015,1790.660034,3644400,0,0,0.71%,,,,,
480,2019-12-18,1795.02002,1798.199951,1782.359985,1784.030029,3351400,0,0,-0.61%,,,,,
481,2019-12-19,1780.5,1792.98999,1774.060059,1792.280029,2652800,0,0,0.66%,,,,,
482,2019-12-20,1799.619995,1802.969971,1782.449951,1786.5,5150800,0,0,-0.73%,,,,,
483,2019-12-23,1788.26001,1793,1784.51001,1793,2136400,0,0,0.27%,,,,,
484,2019-12-24,1793.810059,1795.569946,1787.579956,1789.209961,881300,0,0,-0.26%,,,,,
485,2019-12-26,1801.01001,1870.459961,1799.5,1868.77002,6005400,0,0,3.76%,,,,,
486,2019-12-27,1882.920044,1901.400024,1866.01001,1869.800049,6186600,0,0,-0.70%,,,,,
487,2019-12-30,1874,1884,1840.619995,1846.890015,3674700,0,0,-1.45%,,,,,
488,2019-12-31,1842,1853.26001,1832.22998,1847.839966,2506500,0,0,0.32%,,,,,
489,2020-01-02,1875,1898.01001,1864.150024,1898.01001,4029000,0,0,1.23%,,,,,
490,2020-01-03,1864.5,1886.199951,1864.5,1874.969971,3764400,0,0,0.56%,,,,,
491,2020-01-06,1860,1903.689941,1860,1902.880005,4061800,0,0,2.31%,,,,,
492,2020-01-07,1904.5,1913.890015,1892.040039,1906.859985,4044900,0,0,0.12%,,,,,
493,2020-01-08,1898.040039,1911,1886.439941,1891.969971,3508000,0,0,-0.32%,,,,,
494,2020-01-09,1909.890015,1917.819946,1895.800049,1901.050049,3167300,0,0,-0.46%,,,,,
495,2020-01-10,1905.369995,1906.939941,1880,1883.160034,2853700,0,0,-1.17%,,,,,
496,2020-01-13,1891.310059,1898,1880.800049,1891.300049,2780800,0,0,0.00%,,,,,
497,2020-01-14,1885.880005,1887.109985,1858.550049,1869.439941,3440900,0,0,-0.87%,,,,,
498,2020-01-15,1872.25,1878.859985,1855.089966,1862.02002,2896600,0,0,-0.55%,,,,,
499,2020-01-16,1882.98999,1885.589966,1866.02002,1877.939941,2659500,0,0,-0.27%,,,,,
