,Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Difference
504,2020-01-24,32.52999878,32.75,29.64999962,29.76000023,3678100,0,0,-8.52%
505,2020-01-27,28.40999985,29.37999916,28.13999939,28.38999939,2477100,0,0,-0.07%
506,2020-01-28,29.84000015,31.5,29.40999985,31.45000076,3497600,0,0,5.40%
507,2020-01-29,31.89999962,32.18999863,30.63999939,31.03000069,2668400,0,0,-2.73%
508,2020-01-30,30.59000015,31.65999985,30.51000023,30.79999924,1820300,0,0,0.69%
509,2020-01-31,30.95000076,31.05999947,29.20000076,29.79999924,2121300,0,0,-3.72%
510,2020-02-03,29.88999939,30.37000084,28.93000031,29.37000084,1490400,0,0,-1.74%
511,2020-02-04,29.70999908,30.40999985,29.38999939,29.70999908,1993400,0,0,0.00%
512,2020-02-05,30.10000038,30.14999962,28.55999947,28.77000046,1984900,0,0,-4.42%
513,2020-02-06,28.75,29.30999947,28.05999947,28.14999962,1603500,0,0,-2.09%
514,2020-02-07,26.75,27.43000031,25.70999908,26.12000084,2434200,0,0,-2.36%
515,2020-02-10,26.10000038,26.29999924,25.12999916,25.37999916,1451400,0,0,-2.76%
516,2020-02-11,25.19000053,27.26000023,24.79999924,26.45999908,2503500,0,0,5.04%
517,2020-02-12,26.61000061,26.93000031,25.64999962,26.02000046,1712700,0,0,-2.22%
518,2020-02-13,25.71999931,27.04999924,25.54999924,25.87999916,2634000,0,0,0.62%
519,2020-02-14,30.64999962,31.63999939,28.81999969,29.97999954,6122700,0,0,-2.19%
520,2020-02-18,29.72999954,30.35000038,29.01000023,29.07999992,2198900,0,0,-2.19%
521,2020-02-19,29.10000038,29.48999977,28.56999969,28.78000069,2233400,0,0,-1.10%
522,2020-02-20,28.72999954,30.73999977,28.69000053,29.59000015,3628100,0,0,2.99%
523,2020-02-21,29.60000038,29.62000084,28.81999969,28.90999985,1589200,0,0,-2.33%
524,2020-02-24,27.03000069,28.04000092,26.78000069,26.97999954,2380900,0,0,-0.18%
525,2020-02-25,27.07999992,27.45999908,25.79999924,26.04000092,2667200,0,0,-3.84%
526,2020-02-26,25.85000038,27.11000061,25.85000038,26.39999962,2164100,0,0,2.13%
527,2020-02-27,25.70999908,25.98999977,23.79999924,25.44000053,2429700,0,0,-1.05%
528,2020-02-28,24.17000008,25.19000053,23.52000046,25.17000008,3308400,0,0,4.14%
529,2020-03-02,25.42000008,25.42000008,24.17000008,24.79000092,2129700,0,0,-2.48%
530,2020-03-03,24.71999931,24.95000076,22.79999924,23.20000076,2280200,0,0,-6.15%
531,2020-03-04,23.94000053,24.87999916,23.37000084,23.77000046,2305700,0,0,-0.71%
532,2020-03-05,22.48999977,23.54000092,22.06999969,22.45000076,2720000,0,0,-0.18%
533,2020-03-06,21.53000069,22.12999916,20.05999947,20.46999931,2884200,0,0,-4.92%
534,2020-03-09,17.54999924,19.60000038,17.45999908,18.04999924,3469900,0,0,2.85%
535,2020-03-10,19,20.04999924,18.56999969,19.45000076,3829500,0,0,2.37%
536,2020-03-11,19.04999924,19.79999924,17.97999954,18.32999992,2564200,0,0,-3.78%
537,2020-03-12,16.5,17.20000076,15.06999969,15.19999981,4724400,0,0,-7.88%
538,2020-03-13,16.45999908,16.59000015,14.38000011,15.17000008,4315300,0,0,-7.84%
539,2020-03-16,13,15.19999981,12.96000004,14.42000008,3212600,0,0,10.92%
540,2020-03-17,14.18000031,15.18000031,13.47000027,14.57999992,3895100,0,0,2.82%
541,2020-03-18,13.67000008,14.97000027,13.13000011,14.14000034,3768600,0,0,3.44%
542,2020-03-19,14,16.5,13.57999992,15.81000042,3380400,0,0,12.93%
543,2020-03-20,16.47999954,17.92000008,16.12000084,17.02000046,5003900,0,0,3.28%
544,2020-03-23,17.38999939,18.55999947,16.54999924,18.12999916,3046600,0,0,4.26%
545,2020-03-24,19.14999962,20.17000008,18.22999954,19.10000038,3676700,0,0,-0.26%
546,2020-03-25,19.28000069,20.55999947,18.29999924,19.97999954,4137200,0,0,3.63%
547,2020-03-26,20.14999962,22.97999954,20.10000038,21.34000015,4093800,0,0,5.91%
548,2020-03-27,21,22.54000092,20.13999939,20.37999916,3034400,0,0,-2.95%
549,2020-03-30,20,20.95999908,19.04000092,20.53000069,2388300,0,0,2.65%
550,2020-03-31,20.29000092,22.15999985,20.10000038,20.45999908,2473200,0,0,0.84%
551,2020-04-01,19.89999962,20.69000053,19.17000008,19.23999977,1813100,0,0,-3.32%
552,2020-04-02,19.60000038,20.57999992,19.20999908,19.60000038,2213700,0,0,0.00%
553,2020-04-03,19.85000038,20.25,18.22999954,18.72999954,2196800,0,0,-5.64%
554,2020-04-06,19.71999931,20.45999908,19.14999962,20.26000023,2467600,0,0,2.74%
555,2020-04-07,21.25,21.69000053,20.04000092,20.25,1989500,0,0,-4.71%
556,2020-04-08,20.57999992,21.29000092,19.93000031,20.82999992,1998200,0,0,1.21%
557,2020-04-09,21.14999962,21.30999947,20.12999916,20.43000031,1922300,0,0,-3.40%
558,2020-04-13,20.5,20.56999969,19.62999916,20.05999947,1394500,0,0,-2.15%
559,2020-04-14,20.37999916,21.60000038,20.29999924,21.42000008,2360500,0,0,5.10%
560,2020-04-15,21.60000038,21.62000084,20.5,20.85000038,1641200,0,0,-3.47%
561,2020-04-16,21.20000076,21.44000053,20.09000015,20.39999962,1894300,0,0,-3.77%
562,2020-04-17,20.79000092,21.77000046,20.51000023,21.15999985,1897700,0,0,1.78%
563,2020-04-20,21,22.65999985,20.78000069,21.45999908,2608700,0,0,2.19%
564,2020-04-21,21.44000053,22,20.69000053,21.27000046,1723300,0,0,-0.79%
565,2020-04-22,21.89999962,21.89999962,21.04999924,21.36000061,1308300,0,0,-2.47%
566,2020-04-23,21.14999962,21.69000053,20.52000046,20.90999985,1595700,0,0,-1.13%
567,2020-04-24,20.95999908,21.95999908,20.54999924,21.87999916,1979100,0,0,4.39%
568,2020-04-27,22.5,24.78000069,22.32999992,24.56999969,3135700,0,0,9.20%
569,2020-04-28,25.38999939,25.43000031,23.04999924,23.43000031,2908000,0,0,-7.72%
570,2020-04-29,23.79999924,24.43000031,23.39999962,23.63999939,2082300,0,0,-0.67%
571,2020-04-30,23.30999947,23.5,22.05999947,22.20000076,1958300,0,0,-4.76%
572,2020-05-01,22.29000092,22.29000092,20.82999992,21.43000031,1794000,0,0,-3.86%
573,2020-05-04,22.89999962,22.92000008,21.57999992,22.21999931,2026500,0,0,-2.97%
574,2020-05-05,22.46999931,22.84000015,22.01000023,22.17000008,1727400,0,0,-1.34%
575,2020-05-06,22.39999962,22.43000031,21.60000038,21.79000092,1022000,0,0,-2.72%
576,2020-05-07,21.87999916,22.12000084,21.43000031,21.57999992,1277700,0,0,-1.37%
577,2020-05-08,21.79000092,21.81999969,21.17000008,21.34000015,1314800,0,0,-2.07%
578,2020-05-11,21.17000008,21.31999969,20.62000084,20.95999908,1043200,0,0,-0.99%
579,2020-05-12,21.05999947,21.89999962,20.51000023,20.72999954,1889400,0,0,-1.57%
580,2020-05-13,20.62999916,20.70000076,18.85000038,19.09000015,1766800,0,0,-7.46%
581,2020-05-14,18.56999969,19.72999954,18.34000015,19.46999931,1884900,0,0,4.85%
582,2020-05-15,20.17000008,22.55999947,19.61000061,22.32999992,3690900,0,0,10.71%
583,2020-05-19,22.89999962,24.37999916,22,24.04000092,2761700,0,0,4.98%
584,2020-05-20,24.45000076,24.71999931,23.01000023,23.54999924,1951500,0,0,-3.68%
585,2020-05-21,23.79999924,25.79999924,23.29000092,25.38999939,2913400,0,0,6.68%
586,2020-05-22,25.64999962,27.25,24.71999931,27.10000038,3265000,0,0,5.65%
587,2020-05-25,27.25,29.77000046,27.25,29.39999962,2256300,0,0,7.89%
588,2020-05-26,28.57999992,28.93000031,27.45000076,27.67000008,3498200,0,0,-3.18%
589,2020-05-27,27.82999992,28,25.59000015,27.29000092,3042900,0,0,-1.94%
590,2020-05-28,27.5,30.56999969,27.31999969,30.56999969,5060900,0,0,11.16%
591,2020-05-29,23.5,25.31999969,23.39999962,24.20999908,7219600,0,0,3.02%
592,2020-06-01,22.96999931,23.26000023,21.68000031,22.26000023,4377700,0,0,-3.09%
593,2020-06-02,22.45000076,22.76000023,21.70000076,21.78000069,2711000,0,0,-2.98%
594,2020-06-03,22.14999962,22.95000076,21.75,22.36000061,2529900,0,0,0.95%
595,2020-06-04,22.37999916,23.04999924,21.94000053,22.39999962,1954300,0,0,0.09%
596,2020-06-05,22.79999924,22.82999992,22,22.19000053,2015200,0,0,-2.68%
597,2020-06-08,22.35000038,24.28000069,22.25,23.94000053,3241600,0,0,7.11%
598,2020-06-09,23.64999962,24.59000015,22.96999931,23.70999908,2146400,0,0,0.25%
599,2020-06-10,24.19000053,24.53000069,23.59000015,23.71999931,1635400,0,0,-1.94%
600,2020-06-11,22.85000038,22.94000053,21.53000069,21.62999916,1926200,0,0,-5.34%
601,2020-06-12,22.53000069,22.73999977,22.10000038,22.44000053,1635100,0,0,-0.40%
602,2020-06-15,21.84000015,22.76000023,21.75,22.67000008,1450400,0,0,3.80%
603,2020-06-16,23.43000031,24.14999962,22.94000053,24.12000084,2277700,0,0,2.94%
604,2020-06-17,24.12000084,24.31999969,22.73999977,22.90999985,1752200,0,0,-5.02%
605,2020-06-18,22.77000046,24,22.65999985,23.32999992,1382500,0,0,2.46%
606,2020-06-19,24.55999947,24.55999947,23.22999954,23.63999939,4461500,0,0,-3.75%
607,2020-06-22,23.45000076,23.94000053,23.25,23.47999954,791800,0,0,0.13%
608,2020-06-23,23.69000053,25.18000031,23.27000046,23.29999924,3333500,0,0,-1.65%
609,2020-06-24,23.14999962,23.5,22.42000008,22.77000046,1440600,0,0,-1.64%
610,2020-06-25,22.5,22.79000092,22.20999908,22.62000084,1013000,0,0,0.53%
611,2020-06-26,22.54999924,22.62000084,21.70000076,21.81999969,1146100,0,0,-3.24%
612,2020-06-29,21.61000061,22.42000008,20.97999954,22.35000038,1070000,0,0,3.42%
613,2020-06-30,22.23999977,22.30999947,21.80999947,21.98999977,854000,0,0,-1.12%
614,2020-07-02,22.48999977,22.80999947,22.18000031,22.32999992,839900,0,0,-0.71%
615,2020-07-03,22.22999954,22.53000069,21.89999962,22.07999992,355200,0,0,-0.67%
616,2020-07-06,22.22999954,23.13999939,21.94000053,22.95000076,1290400,0,0,3.24%
617,2020-07-07,22.75,22.97999954,22.39999962,22.42000008,789100,0,0,-1.45%
618,2020-07-08,22.45999908,22.59000015,21.88999939,22.05999947,658400,0,0,-1.78%
619,2020-07-09,21.85000038,22.13999939,21.15999985,21.78000069,880100,0,0,-0.32%
620,2020-07-10,21.80999947,23.71999931,21.68000031,23.65999985,1544400,0,0,8.48%
621,2020-07-13,23.54000092,24.95999908,23.09000015,23.63999939,1787200,0,0,0.42%
622,2020-07-14,23.35000038,23.97999954,23.04000092,23.65999985,1184700,0,0,1.33%
623,2020-07-15,23.75,24.80999947,23.75,24.47999954,1507400,0,0,3.07%
624,2020-07-16,24.35000038,25.29000092,23.85000038,24.62000084,1698300,0,0,1.11%
625,2020-07-17,24.62999916,25.12999916,24.23999977,24.37000084,1354100,0,0,-1.06%
626,2020-07-20,24.19000053,24.60000038,23.79000092,23.96999931,893900,0,0,-0.91%
627,2020-07-21,24.01000023,24.35000038,23.71999931,23.75,961300,0,0,-1.08%
628,2020-07-22,23.82999992,23.86000061,23.10000038,23.19000053,747500,0,0,-2.69%
629,2020-07-23,23.13999939,23.19000053,22.26000023,22.36000061,1073400,0,0,-3.37%
630,2020-07-24,22.11000061,22.26000023,21.75,22.12000084,944100,0,0,0.05%
631,2020-07-27,22.19000053,23.12999916,22.15999985,22.68000031,944700,0,0,2.21%
632,2020-07-28,23.04000092,26.12999916,22.90999985,26.03000069,4189700,0,0,12.98%
633,2020-07-29,25.75,25.78000069,24.55999947,24.67000008,1942500,0,0,-4.19%
634,2020-07-30,24.40999985,25.35000038,24.34000015,25.01000023,1258100,0,0,2.46%
635,2020-07-31,24.88999939,25.88999939,24.25,24.45999908,1518100,0,0,-1.73%
636,2020-08-04,25.36000061,26.35000038,25.09000015,25.70000076,1981600,0,0,1.34%
637,2020-08-05,25.75,25.79999924,25.04999924,25.48999977,1461300,0,0,-1.01%
638,2020-08-06,25.27000046,25.39999962,23.22999954,23.30999947,2160900,0,0,-7.76%
639,2020-08-07,23.62999916,23.70000076,22.20000076,22.28000069,1980100,0,0,-5.71%
640,2020-08-10,24.45000076,25.10000038,23.70999908,23.93000031,3172900,0,0,-2.13%
641,2020-08-11,24.04000092,24.10000038,22.5,22.55999947,1735500,0,0,-6.16%
642,2020-08-12,22.94000053,23.20000076,22.45000076,22.89999962,1247600,0,0,-0.17%
643,2020-08-13,22.90999985,23.26000023,22.70999908,22.88999939,1109000,0,0,-0.09%
644,2020-08-14,22.84000015,23.05999947,22.59000015,22.81999969,838100,0,0,-0.09%
645,2020-08-17,22.81999969,22.92000008,22.14999962,22.37999916,1297800,0,0,-1.93%
646,2020-08-18,22.32999992,22.54000092,21.89999962,22.29999924,1225200,0,0,-0.13%
647,2020-08-19,22.25,22.45999908,21.96999931,21.96999931,914300,0,0,-1.26%
648,2020-08-20,21.94000053,21.95000076,21.20999908,21.48999977,1231300,0,0,-2.05%
649,2020-08-21,21.38999939,21.60000038,21.09000015,21.14999962,853900,0,0,-1.12%
650,2020-08-24,21.14999962,21.80999947,21.03000069,21.72999954,811200,0,0,2.74%
651,2020-08-25,21.70999908,22.12999916,21.55999947,22.10000038,1119500,0,0,1.80%
652,2020-08-26,22.04999924,22.20999908,21.52000046,21.70999908,1212500,0,0,-1.54%
653,2020-08-27,21.69000053,21.87000084,21.43000031,21.64999962,996700,0,0,-0.18%
654,2020-08-28,21.59000015,22.42000008,21.54999924,22.12000084,1210800,0,0,2.45%
655,2020-08-31,22.12999916,22.14999962,21.15999985,21.51000023,1905900,0,0,-2.80%
656,2020-09-01,21.32999992,21.65999985,21.13999939,21.45999908,1057300,0,0,0.61%
657,2020-09-02,21.39999962,21.62999916,21.06999969,21.35000038,1088000,0,0,-0.23%
658,2020-09-03,21.31999969,22.07999992,21.02000046,21.55999947,1380500,0,0,1.13%
659,2020-09-04,21.30999947,21.71999931,20.43000031,21.11000061,1696700,0,0,-0.94%
660,2020-09-08,20.89999962,21.18000031,20.62000084,20.62999916,1237200,0,0,-1.29%
661,2020-09-09,20.85000038,21.69000053,20.68000031,21.47999954,1041800,0,0,3.02%
662,2020-09-10,21.54999924,22.44000053,21.45000076,21.65999985,1315200,0,0,0.51%
663,2020-09-11,21.69000053,21.79999924,21.02000046,21.34000015,808700,0,0,-1.61%
664,2020-09-14,21.32999992,21.81999969,21.12999916,21.67000008,806000,0,0,1.59%
665,2020-09-15,21.87000084,22.23999977,21.62999916,21.70000076,871400,0,0,-0.78%
666,2020-09-16,21.70000076,22.39999962,21.65999985,21.70000076,1370500,0,0,0.00%
667,2020-09-17,21.5,21.75,21.31999969,21.57999992,685600,0,0,0.37%
668,2020-09-18,21.59000015,21.80999947,21.37999916,21.56999969,1717000,0,0,-0.09%
669,2020-09-21,21.14999962,21.31999969,20.55999947,20.88999939,1018100,0,0,-1.23%
670,2020-09-22,20.81999969,21.42000008,20.62999916,21.26000023,1218200,0,0,2.11%
671,2020-09-23,21.19000053,21.34000015,19.12000084,19.43000031,3193300,0,0,-8.31%
672,2020-09-24,19.25,19.47999954,18.65999985,19.01000023,1305700,0,0,-1.25%
673,2020-09-25,18.86000061,19.18000031,18.62000084,18.94000053,1174800,0,0,0.42%
674,2020-09-28,18.86000061,19.34000015,18.70000076,18.95999908,1438700,0,0,0.53%
675,2020-09-29,19.01000023,19.80999947,18.92000008,19.37999916,1099800,0,0,1.95%
676,2020-09-30,19.37999916,19.80999947,19.01000023,19.09000015,960000,0,0,-1.50%
677,2020-10-01,19.37999916,19.37999916,18.68000031,18.82999992,946300,0,0,-2.84%
678,2020-10-02,18.5,18.87999916,18.44000053,18.69000053,786100,0,0,1.03%
679,2020-10-05,18.69000053,19.93000031,18.69000053,19.81999969,1307400,0,0,6.05%
680,2020-10-06,19.95000076,20.07999992,18.96999931,19.06999969,1062600,0,0,-4.41%
681,2020-10-07,19.32999992,20.82999992,19.32999992,20.56999969,1685800,0,0,6.41%
682,2020-10-08,21.10000038,23.36000061,21.02000046,23.23999977,3531400,0,0,10.14%
683,2020-10-09,23.77000046,24.54999924,23.04000092,23.65999985,2438900,0,0,-0.46%
684,2020-10-13,25,25,23.76000023,24.54999924,2552800,0,0,-1.80%
685,2020-10-14,24.54999924,24.96999931,23.93000031,24.09000015,1265500,0,0,-1.87%
686,2020-10-15,23.5,23.97999954,23.11000061,23.89999962,1152800,0,0,1.70%
687,2020-10-16,24,24.09000015,23.38999939,23.46999931,777500,0,0,-2.21%
688,2020-10-19,23.52000046,26.18000031,23.23999977,26.10000038,3133400,0,0,10.97%
689,2020-10-20,25.70000076,25.87999916,24.44000053,24.77000046,2011600,0,0,-3.62%
690,2020-10-21,25.25,26.67000008,25.12000084,25.60000038,2416400,0,0,1.39%
691,2020-10-22,25.79999924,26.84000015,25.42000008,26.62000084,2398000,0,0,3.18%
692,2020-10-23,26.69000053,26.77000046,25.70000076,25.94000053,1699200,0,0,-2.81%
693,2020-10-26,25.72999954,25.95999908,24.37999916,24.47999954,1552200,0,0,-4.86%
694,2020-10-27,24.57999992,25.40999985,24.5,24.60000038,1087200,0,0,0.08%
695,2020-10-28,24.15999985,25.26000023,24.04000092,24.44000053,1245100,0,0,1.16%
696,2020-10-29,24.51000023,25.26000023,24.27000046,25.01000023,1032000,0,0,2.04%
697,2020-10-30,24.63999939,25.05999947,24.23999977,25.03000069,1047000,0,0,1.58%
698,2020-11-02,25.30999947,28.65999985,25.28000069,27.72999954,3111300,0,0,9.56%
699,2020-11-03,27.75,27.75,25.67000008,26.90999985,3084100,0,0,-3.03%
700,2020-11-04,25.25,25.65999985,24.20000076,24.95000076,3223000,0,0,-1.19%
701,2020-11-05,26.60000038,28.23999977,25.60000038,27.68000031,4023300,0,0,4.06%
702,2020-11-06,28.75,32.54999924,28.57999992,30.59000015,6320600,0,0,6.40%
703,2020-11-09,34.75,34.79999924,31.35000038,31.95000076,4274100,0,0,-8.06%
704,2020-11-10,30.75,31.95000076,29.36000061,30.88999939,2874000,0,0,0.46%
705,2020-11-11,30.39999962,32.25,29.96999931,31.61000061,2142900,0,0,3.98%
706,2020-11-12,31.61000061,32.38999939,30.87999916,31.20000076,1988700,0,0,-1.30%
707,2020-11-13,31.47999954,32.33000183,30.94000053,32.06000137,2103300,0,0,1.84%
708,2020-11-16,32,33,31.57999992,32.40999985,2420100,0,0,1.28%
709,2020-11-17,32.15000153,33.20999908,31.88999939,32.09000015,2247500,0,0,-0.19%
710,2020-11-18,32.38999939,32.86000061,30.96999931,31,2164900,0,0,-4.29%
711,2020-11-19,30.90999985,31.59000015,30.73999977,31.20999908,1665300,0,0,0.97%
712,2020-11-20,30.88999939,31.60000038,30.75,31.01000023,1325200,0,0,0.39%
713,2020-11-23,31.20999908,32.79999924,30.97999954,32.29999924,2219500,0,0,3.49%
714,2020-11-24,33.86999893,36.13999939,33.54999924,34.99000168,3941800,0,0,3.31%
715,2020-11-25,34.18999863,35.43000031,33.70999908,34.86999893,1761500,0,0,1.99%
716,2020-11-26,34.97999954,35.63000107,34.81999969,34.93000031,737200,0,0,-0.14%
717,2020-11-27,34.93999863,38.02999878,34.93000031,37.5,2771600,0,0,7.33%
718,2020-11-30,37.61000061,38.22000122,35.81000137,37.31999969,3612300,0,0,-0.77%
719,2020-12-01,37.75,37.84000015,34.40000153,34.52000046,2187700,0,0,-8.56%
720,2020-12-02,34.61999893,36.93000031,34.56999969,36.38999939,1805500,0,0,5.11%
721,2020-12-03,36.43999863,37.56000137,35.68000031,36.81999969,1372300,0,0,1.04%
722,2020-12-04,37.40999985,37.84999847,35.77000046,36.45999908,1731400,0,0,-2.54%
723,2020-12-07,36.45000076,36.99000168,35.45000076,36.34000015,937500,0,0,-0.30%
724,2020-12-08,35.77999878,36.97000122,35.75,36.88999939,1070900,0,0,3.10%
725,2020-12-09,36.88999939,37.15000153,34.31000137,34.90999985,1473500,0,0,-5.37%
726,2020-12-10,34.09000015,35.15000153,33.99000168,34.83000183,742700,0,0,2.17%
727,2020-12-11,34.50999832,34.86000061,33.68999863,33.84000015,952500,0,0,-1.94%
728,2020-12-14,33.61000061,34.29000092,32.25999832,32.31000137,1345800,0,0,-3.87%
729,2020-12-15,32,33.97999954,31.88999939,33.93000031,1163600,0,0,6.03%
730,2020-12-16,34.50999832,34.52999878,33.25,33.58000183,1301400,0,0,-2.69%
731,2020-12-17,33.54999924,33.95000076,33.04999924,33.34000015,627500,0,0,-0.63%
732,2020-12-18,33.25,33.81999969,32.97000122,33.27999878,1530400,0,0,0.09%
733,2020-12-21,32.15000153,33.13000107,32.15000153,32.83000183,554600,0,0,2.12%
734,2020-12-22,32.91999817,33.75,32.56999969,33.38999939,668900,0,0,1.43%
735,2020-12-23,33.22000122,36,32.81999969,34.72000122,1078600,0,0,4.52%
736,2020-12-24,34.68000031,34.75,33.04999924,33.06999969,551200,0,0,-4.64%
737,2020-12-29,32.15999985,32.56000137,31.02000046,31.12000084,1008000,0,0,-3.23%
738,2020-12-30,31.04999924,32.77999878,30.79999924,32.20999908,650800,0,0,3.74%
739,2020-12-31,32,32.13999939,31.29999924,31.31999969,676900,0,0,-2.13%
740,2021-01-04,31.60000038,34.52000046,31.60000038,33.40999985,1374000,0,0,5.73%
741,2021-01-05,33.72000122,34.90000153,32.95000076,34.22000122,1105200,0,0,1.48%
742,2021-01-06,38,40.45000076,37.31000137,38.13999939,3821900,0,0,0.37%
743,2021-01-07,39.93999863,41.06999969,38.56999969,38.77000046,2413100,0,0,-2.93%
744,2021-01-08,38.90999985,39.18000031,37.27000046,38.40000153,1409700,0,0,-1.31%
745,2021-01-11,37.88000107,41.38000107,37.88000107,40.13999939,2405800,0,0,5.97%
746,2021-01-12,40.43000031,40.81999969,38.84999847,39.29999924,1403300,0,0,-2.79%
747,2021-01-13,39.43000031,41.97999954,39.34999847,40.79999924,2189400,0,0,3.47%
748,2021-01-14,41.27000046,43.81999969,41.27000046,43.70999908,2590000,0,0,5.91%
749,2021-01-15,43.93999863,44.59999847,41.90000153,42.49000168,1984300,0,0,-3.30%
750,2021-01-18,42.09999847,43.16999817,42.09999847,42.79999924,558300,0,0,1.66%
751,2021-01-19,42.70999908,43.29999924,41.27999878,42.72999954,1032500,0,0,0.05%
752,2021-01-20,43,43.66999817,41.97000122,42.5,889800,0,0,-1.16%
753,2021-01-21,42.20000076,42.97999954,41.56000137,42.33000183,1016700,0,0,0.31%
754,2021-01-22,41.91999817,43.11000061,41.91999817,42.97000122,883500,0,0,2.50%
